Date,Stock
2022-07-14,38.16299740273448
2022-07-15,38.70303018225869
2022-07-16,36.280756776444676
2022-07-17,38.47233930948639
2022-07-18,38.39808997325196
2022-07-19,36.11290602834268
2022-07-20,39.232010624329114
2022-07-21,39.756033848057335
2022-07-22,40.91906007522791
2022-07-23,40.97954254071614
2022-07-24,36.23609261043699
2022-07-25,37.23581009414993
2022-07-26,40.26211915113499
2022-07-27,40.380792107746316
2022-07-28,40.505093672764325
2022-07-29,47.302869059556976
2022-07-30,40.86224755384404
2022-07-31,42.11533374199188
2022-08-01,41.87663999144296
2022-08-02,41.39657343538272
2022-08-03,39.589149555640056
2022-08-04,41.864288200176865
2022-08-05,38.9281473782216
2022-08-06,40.128416474469105
2022-08-07,39.760411564820174
2022-08-08,41.024822017310285
2022-08-09,45.621196817222405
2022-08-10,37.38904661499987
2022-08-11,42.62870630776986
2022-08-12,38.164294691437874
2022-08-13,40.58035448237571
2022-08-14,43.83758187286706
2022-08-15,41.92469299080585
2022-08-16,39.77810430970651
2022-08-17,40.64147453094418
2022-08-18,43.57081092948955
2022-08-19,40.89147896613329
2022-08-20,42.92680712492098
2022-08-21,42.7278095421476
2022-08-22,41.477356240835654
2022-08-23,47.213467971815454
2022-08-24,44.339588769242454
2022-08-25,39.16880050777171
2022-08-26,43.740508897934134
2022-08-27,42.19373681323365
2022-08-28,45.373095675972905
2022-08-29,42.235331126041416
2022-08-30,43.744281830300885
2022-08-31,45.13836370921179
2022-09-01,46.015799748090686
2022-09-02,42.04087559234184
2022-09-03,43.93093650845042
2022-09-04,43.80982276453063
2022-09-05,43.61414508117804
2022-09-06,48.61412946893878
2022-09-07,46.056940271450834
2022-09-08,42.89031396103294
2022-09-09,47.414270283144084
2022-09-10,49.99069273883537
2022-09-11,47.98052378962513
2022-09-12,43.047454351139876
2022-09-13,45.28972395420664
2022-09-14,48.96541731522102
2022-09-15,45.19107198382596
2022-09-16,47.67028611347171
2022-09-17,48.50957919173836
2022-09-18,45.28554807369853
2022-09-19,47.20089653471456
2022-09-20,41.01939686163441
2022-09-21,45.63659195743151
2022-09-22,47.36512294739453
2022-09-23,45.5610456849086
2022-09-24,51.509252287896004
2022-09-25,45.57343299774167
2022-09-26,47.74438447110255
2022-09-27,49.07818664580134
2022-09-28,51.892960773805264
2022-09-29,46.33387711971596
2022-09-30,51.72859610087313
2022-10-01,49.62088282876549
2022-10-02,47.83702899922316
2022-10-03,50.925364438627085
2022-10-04,50.601869334948525
2022-10-05,49.2073891399046
2022-10-06,50.752979304439265
2022-10-07,50.04977782554059
2022-10-08,51.25594515603274
2022-10-09,52.56315030195244
2022-10-10,54.622371156853944
2022-10-11,49.187621790376376
2022-10-12,56.143697665552075
2022-10-13,48.18929204959695
2022-10-14,52.00718810240055
2022-10-15,53.706132137107055
2022-10-16,53.311664126212534
2022-10-17,51.72590127208454
2022-10-18,52.77810657992395
2022-10-19,52.43282399772281
2022-10-20,52.46598790463582
2022-10-21,55.57122225690633
2022-10-22,54.81475068222062
2022-10-23,52.944994665364064
2022-10-24,56.36149133297052
2022-10-25,55.40974260317005
2022-10-26,56.655084296751255
2022-10-27,56.52418861983405
2022-10-28,53.84385562989464
2022-10-29,54.61973118730832
2022-10-30,57.47424966052971
2022-10-31,57.44128200514571
2022-11-01,56.42091503842372
2022-11-02,56.94083497523855
2022-11-03,59.506244333939215
2022-11-04,56.01376519415595
2022-11-05,58.538341630511034
2022-11-06,57.28823192862014
2022-11-07,57.506942298508754
2022-11-08,60.390748263100996
2022-11-09,60.096104414192176
2022-11-10,60.325540016647395
2022-11-11,61.56388347988897
2022-11-12,59.25047864087271
2022-11-13,60.82904550410716
2022-11-14,59.10238137199316
2022-11-15,60.63011251349733
2022-11-16,59.981430779855756
2022-11-17,60.6967002947272
2022-11-18,61.955050214755495
2022-11-19,59.39134053936833
2022-11-20,65.47660146015953
2022-11-21,59.544817431825685
2022-11-22,59.39446126997365
2022-11-23,64.4059880047958
2022-11-24,63.94094103735025
2022-11-25,63.874606199300494
2022-11-26,64.15268965125955
2022-11-27,63.14199767285058
2022-11-28,61.643314691190234
2022-11-29,63.861583258695966
2022-11-30,62.62859854014803
2022-12-01,66.20688474757497
2022-12-02,64.23700748619584
2022-12-03,63.15533640583604
2022-12-04,64.43947696217977
2022-12-05,66.1847161998492
2022-12-06,64.5086729316399
2022-12-07,64.26959119580555
2022-12-08,66.67993447695396
2022-12-09,66.96161611099942
2022-12-10,65.73749093480438
2022-12-11,66.08954277788149
2022-12-12,67.7764853767447
2022-12-13,64.69748300854353
2022-12-14,65.06046632796546
2022-12-15,66.72069939309209
2022-12-16,68.01331490890578
2022-12-17,69.34504865561507
2022-12-18,71.95734860386935
2022-12-19,71.0057116813832
2022-12-20,69.25460044073006
2022-12-21,69.8208340349784
2022-12-22,68.13847554981699
2022-12-23,70.39142962469381
2022-12-24,70.1362888615934
2022-12-25,71.64439689617942
2022-12-26,69.63002962565818
2022-12-27,72.6088690347951
2022-12-28,74.92146569199355
2022-12-29,71.92438136697001
2022-12-30,73.23131538608416
2022-12-31,74.09422120264304
